Drug_ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
DB00006,0.19810869626876704,0.4406290860480876,-0.5758353184419446,0.32905657022022605,0.7741308009603063,0.2551079270498471,0.04846522735128694,-0.350452739715569,0.017255189784365882,0.23932959448339564,-0.22604135375482912,0.036907116578650256,-0.12456897804072872,-0.2685314777920237,-0.017620565373682933,0.045126813387158835,-0.2630665191412772,0.5226923851918899,-0.5494220658171591,0.0904029338116099,-0.36905368005529626,0.7400582794562547,0.05009061856797715,0.22948190825537126,0.15813463608622652,-0.3461354392812546,0.11002116442738596,0.0740295520508757,0.22113693482190194,-0.18478577262731333,-0.22920377083726573,-0.031402838212391884,-0.0660359219846117,0.10923435990732928,-0.5401907139463262,-0.4199906783843539,0.06149060391502627,-0.15452473606873246,-0.16646460883331898,-0.015903968946142433,0.22595211550223254,-0.056220976942936096,0.11967976439692962,-0.10252970253986353,-0.047994854728159224,-0.03685837265751257,0.05499744932820624,-0.12230955411805397,0.3550820743627668,0.13529774431501773
DB00014,1.064101204706781,0.1120171312012341,0.13214366284559567,0.5814711849913543,-0.4357521669858707,0.5538658142209719,-0.2551034972413193,0.6764327908787937,-0.05900707097398779,0.7823921243611833,0.2922608357312145,-0.3577080674412019,0.37637531426850224,-0.012453803799714544,0.052292432170228643,0.22583874957001357,-0.0626188267442291,-0.04072055650930656,-0.0665280529576775,0.058298236264387605,-0.2482956470936517,0.05419676117364315,-0.3145788815286762,0.07386712936792057,-0.20313878730164753,0.09674526979538538,0.02115845330053192,-0.053063031437750936,-0.24365237643175028,0.07859377732630074,0.03680741366123673,-0.03699332333007566,0.0794343562853588,-0.09643627103346841,-0.19814370710539006,-0.05651485564431298,0.04680392951910743,0.10088110206832024,-0.09145666165887907,0.31618630592518127,-0.17538438822174487,-0.14839356941313153,0.18008098303556666,0.12374980229086573,0.1518602299483615,0.06250202453088188,-0.15912689938434904,-0.25092068086578767,0.11825393190140018,-0.24068463954211955
DB00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00050,0.12324554605811416,0.16369570118868806,-0.18680037326117807,0.0758722661649103,-0.01691525005530848,-0.12769189735140554,-0.130972431344022,0.3257428627424183,-0.005806961877534874,0.00847850706245021,-0.05375804946037817,-0.17687149058331603,0.05449906928347084,0.09461170002439626,-0.05684387625693157,0.031104517953612545,-0.18105495878491173,-0.05936329687316992,-0.24667218760842619,0.25013077927211264,0.1335922395111987,-0.11367401697197171,-0.12547120564192982,0.061776513520904956,-0.10202167281347127,0.044264625014960375,-0.129671528283418,0.30864843736310366,-0.08467981689387807,0.19482448436726563,-0.04575230539034282,-0.04496691697121196,-0.13545332279249336,-0.1037756833964406,-0.062225983101236504,0.09430984049912908,0.10074355565266283,-0.1194167122251003,0.005210105865184098,0.29461759485081307,-0.15944192401037324,-0.14791941314864768,0.2853670268237473,0.00697802749278075,-0.24030841172823467,-0.003490474266697031,0.007509543172063194,0.013157412678062072,0.21057198800225663,-0.08224896744411256
DB00080,0.17536299290725538,0.34856269421958513,-0.5379182002571574,0.08244422882931347,-0.6358683525619052,-0.5639607369201027,1.0923098400657203,-0.7260070335297422,-0.26826576827575555,0.29051761441038954,0.3913807829344301,-0.2440196996419333,-0.05453533748076437,0.05553893955259562,-0.5776426008650328,0.3465955211474649,-0.05645622720291252,-0.09022793860561444,-0.06494150298071182,-0.16211596644722748,-0.08551533340665732,0.3066618451047976,-0.266754745876412,0.17785267821793757,0.17561583989538992,-0.19011783383698394,-0.03159630985469557,0.12116884597965122,-0.3515113919719547,-0.13886436158146304,0.07100252863986965,-0.1316742479797164,0.0437505849937439,0.028637621603661997,-0.06353611376118823,-0.10020662877245207,0.15165603675753672,0.23093955510792746,0.20324366116450499,-0.045781582180674296,-0.25631429501144265,0.10122555562266924,0.15502016032012297,-0.02433557895269621,0.2836192642255268,-0.2917128921804269,0.013552510314723404,-0.06536694839021084,-0.15415870950215382,-0.21330806934731086
DB00091,4.322135224334014,0.5053009549065087,-2.7098477299284323,-1.7150084129492824,-0.5290293373270658,0.1757590301212679,0.16084183414059514,1.118452582170126,-0.48682614582770367,-0.24806258898807232,-0.7819431256245511,0.08576555396503244,-0.1604585057429165,0.22185635257372088,-0.6050590427332838,0.16672673712592817,2.507368593135859,0.42950707058480336,0.4350286720298444,-0.49196615052714043,-0.698325293952529,0.8233049891453259,-0.07320945731607192,1.0568889809282496,0.20710537895187062,1.238875274993909,-0.372353559256094,0.3447776206424349,1.211508040455127,0.20121193108656324,0.17690288117167013,0.41961003867878444,-0.04964702190554665,0.8256388911491024,-1.1553522529248144,-0.306327174793116,-0.5719537249431672,-0.5412441337764,-0.3610446401218944,0.9415859030238735,-1.9217765564394642,0.14848902810745493,-0.8862641619017524,1.1716805661767826,0.17502920713108447,-1.048205438590197,0.20038213670131522,0.1293426247359185,0.10590123441339332,0.27974656336699244
DB00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00104,1.6455079284565233,0.23955759002522975,0.06327448415862157,0.7873912670058374,-0.7362326876894296,-0.03668903038694249,0.06481871086353437,0.08647896652014705,0.0013211335630463096,0.47750656324153007,0.38142030136906024,-0.2830819785020122,0.5980933315309778,0.4954354190135042,-0.10084158423968234,0.38902619027980617,0.5133554612247268,0.014695737310368884,0.06689658986003368,-0.25027172409856113,0.25385586417603695,-0.1794392212307643,0.5801890495413479,-0.3156343034811627,-0.3325642486611051,-0.19785157300952055,0.10241686242443548,-0.4332721551903867,-0.3297484483334627,0.22831428520588826,-0.5505435116705171,0.35372246294375187,0.07780769171608275,0.4185009897404123,-0.025178695318007205,-0.8543775982626916,0.13702686620131027,-0.4370002413432897,-0.11686398208205422,0.13947882793538996,-0.22583242438939155,0.17126415996213695,1.1661672024071135,-0.410742353146054,-0.32622877274523027,-0.4120581039079,-0.5135546174778358,0.5768678000067395,0.5371316674740312,-0.23289849711516825
DB00106,0.5791427175631044,0.06380733966385407,0.1356944150547318,0.39336336048575193,-0.46080603529373876,0.5442136502695868,-0.08125605332462238,0.22136454513964504,-0.13677323518300127,0.1321288595468003,0.053214525366135745,0.007784852950114073,0.20317106899533677,0.16327012547838285,0.14524577399129937,0.531824095082521,-0.22896449327868346,0.3630040689534618,0.06351992520724084,-0.0901016870072218,-0.23983411196104687,-0.00017661644299449622,-0.13541669690670302,-0.1429658415050295,-0.1376426132070617,0.016497676419207935,-0.03653673304508783,-0.024506544996679452,0.011831092036266469,0.0627981014391204,-0.00816046980508309,0.06577665470432913,0.07794092225571275,0.1451784171422713,0.024230315775471082,0.06913799265900157,-0.05708311968568419,-0.014048376258689528,0.04285389995016747,-0.007009322973747744,-0.07908924095183979,-0.003536652498362873,-0.0005130656903312575,-0.03116980120894492,0.06463002407021846,0.0073066767895467195,-0.04399533982881898,-0.017059033710843302,-0.011689660306805748,-0.024584386300378864
